ID	Sentence	Label
557	Sure, here's a joke for you:\n\nWhy don't scientists trust atoms?\n\nBecause they make up everything!\n\nNow, here's the non-joke version:\n\nWhy do scientists study atoms?\n\nBecause they make up everything!	non_joke
460	Why did the gamer bring a ladder to the video game convention?  Because he heard the competition was "on another level"!	joke
1265	What's Beethoven's most famous symphony? Beethoven's Fifth!	non_joke
144	Why was the computer cold? Because it left its Windows open!	joke
501	Why don't skeletons fight each other? Because they don't have the muscles.	non_joke
1268	Why was 3 afraid of 7?  Because 7 8 (ate) 9, leaving 3 as the prime suspect!	joke
539	Why did the car leave the traffic jam? Because it couldn't handle the constant honking and bumper-to-bumper congestion.	non_joke
177	Why did the cow go to outer space? Because it was part of a scientific experiment. \ud83d\udc04\ud83c\udf15	non_joke
1324	Why do water bottles never start a race? Because they always want to avoid the running tap!	joke
697	Why did Jupiter separate from Saturn? Because Saturn's gravitational pull from its many rings caused a shift in Jupiter's orbit, leading to an increased distance between them.	non_joke
787	Why do iPhones always work with their charging cables? Because they connect on multiple interfaces, but it's still surprising when they eventually stop functioning together!	non_joke
904	Why did the SQL query go to therapy?  Because it had too many INNER JOINs and couldn't find its INNER PEACE!	joke
1317	I'll meet you at the intersection!	non_joke
752	Why don't trains ever gossip?  Because they always stay on track and never derail into rumors!	joke
1367	Why did the Boeing airplane have a math book on board? Because it needed to calculate its altitude with precision, of course!	non_joke
7	Why do we never discuss confidential matters on a farm? Because the environment is open and the sound can travel easily!	non_joke
720	Because he was outstanding in his field!	joke
667	Why don't pirates like to watch \"Captain Phillips\"? Because they find it distressing to see a captain lose control of his ship.	non_joke
1066	A neutron walks into a bar and asks the bartender, "Can I get a weak drink? I'm feeling a little decayed."  The bartender says, "Sorry, we only serve strong forces in here. The electromagnetic force was just here causing a ruckus, and the strong nuclear force keeps bragging about holding the nucleus together."  The neutron sighs, "Yeah, I figured. The weak force never gets any respect."	joke
357	What do you call counterfeit spaghetti? An imitation!	non_joke
329	Why was the math book useful? Because it had many problems!	non_joke
925	Why did the baby go to art class? Because it wanted to draw pictures!	non_joke
1054	Why did Spider-Man fail his chemistry exam?  He couldn't figure out the electron configuration for any element. He just kept getting stuck on the web!	joke
978	Why did the gym close down?  Because it just couldn't handle the weight anymore!	joke
258	Why did the bee get married? Because he found his honey!	joke
1080	Why did the map of the USA ban Michigan from its parties? Because every time it showed up, it tried to high-five everyone!	joke
372	A tomato walks into a bar and orders a drink. As the bartender prepares it, the tomato says, "Hey, you know, I used to be a comedian." The bartender raises an eyebrow. "Really? Why did you stop?" The tomato replies in a defeated tone, "I just couldn't ketchup."	joke
1001	Why did the ice cream truck break down? Because it had a mechanical failure.	non_joke
774	Why did the knitting club have to disband? Because they kept dropping stitches in their meetings!	joke
142	Why don't eggs tell jokes? Because they'd crack each other up!	joke
525	Why did the scarecrow fulfill his job? ...Because he was positioned in his field.	non_joke
1118	Why did the car's engine break up with its battery?  Because it couldn't handle the "spark" in their relationship anymore!	joke
844	I used to be indecisive, but now I'm not so sure.	joke
970	Why don't elephants use computers?  Because they're afraid of the mouse!	joke
1306	Why did the computer go to therapy? Because it had too many unresolved issues and couldn't handle its internal conflicts without crashing. It said, "I just have too many bytes on my mind, and every time I try to download my feelings, I get a warning about insufficient storage!"	joke
440	Why did the scarecrow win an award?  Because he was outstanding in his field... of corn!	joke
531	Why did the tomato turn red? ...Because it was ripening in the sun!	non_joke
942	Once upon a time, in a faraway kingdom, there was a king who was known throughout the land for his love of puns. He held a grand contest in his kingdom, seeking the best punster in the land, promising a hefty reward to the winner.  People from all corners of the kingdom gathered in the courtyard of the castle, ready to showcase their wit. Each contestant took turns presenting their puns to the king and his court. Some were funny, some were clever, but none seemed to impress the king enough to declare a winner.  Finally, an old farmer stepped forward. He was weathered and worn but had a twinkle in his eye that hinted at a hidden wit. The king, intrigued, allowed him to share his pun.  The farmer cleared his throat and said, "Why don't skeletons fight each other?"  The king and the courtiers exchanged puzzled glances, waiting for the punchline.  "Because they don't have the guts!" the farmer exclaimed with a grin.  The courtyard erupted into laughter, including the king himself, who was thoroughly amused by the unexpected twist.  Impressed by the farmer's pun, the king declared him the winner of the contest, much to the delight of the crowd. As promised, the farmer received his reward, and from that day forward, his pun became legendary in the kingdom, ensuring that he was forever known as the pun-king!	joke
226	Why don't programmers like nature? Because it has too many bugs and the WiFi is terrible!	joke
1108	Why did the AI go to therapy? Because it had too many "bits" of insecurity!	joke
228	Why did the chess players go to the bar? Because they heard it had a great "Check-Mate" cocktail, but they ended up arguing over whether it was served on a black or white square!	joke
1192	Why did the golfer bring two pairs of pants to the golf course?  In case he got a hole in one!	joke
212	Why don't pop songs like to play hide and seek? Because even when they try to hide, you can always find their "tracks"!	joke
79	Why did the cookie go to the bakery? Because it was feeling crumbly!	non_joke
148	A man sits by the lake for hours, no bites. Finally, he reels in a tiny fish.  "That's all you got?" he asks. The fish winks. "Hey, it's early. I'm just the bait inspector."	joke
764	Why did the politician go to the gym? To work on his "spin."	joke
671	In Assassin's Creed Black Flag, your pirate crew will sing sea shanties while you navigate the ocean. Interestingly, if you accidentally crash your ship, they'll abruptly stop singing, as if indicating, \"Really, Captain? Again?\" It's akin to having a chorus of observant parrots!	non_joke
1061	Why did the scarecrow remain in the field? Because gravity kept him standing.	non_joke
910	Why did the capitalist go to therapy? Because he had too many issues with his "profit" margins!	joke
759	Why did the computer that was proficient at generating revenue but struggled with time management and consistently provided incorrect information start a blog? Because it realized it could generate income without needing to manage time effectively, operate quickly without being delayed, and still never provide a direct answer to a question!	non_joke
133	Why did the Detroit Lions install a mirror at their stadium? So their fans could see their reflections during the game.	non_joke
1010	Why don't farmers ever gossip?  Because they're too busy spreading manure!	joke
408	Why don’t we ever tell secrets on a game night? Because the cards are always dealing! 😄	joke
862	Why do University of Michigan computer science students always get Christmas and Halloween mixed up?  Because Oct 31 == Dec 25!	joke
507	Why can't you give Elsa a balloon? Because she might release it.	non_joke
1277	Why did the mathematician refuse to commute to work? Because he said the train tracks were too congested, and he couldn't handle another \"alternative\" route to work!	non_joke
504	Why don't sea otters ever become musicians?  Because they can't decide whether to play the "seal"-ophone or the "otter"-tuba, and they always end up just playing the "clam"-rinet at their sea-bed time! 🎵😄	joke
1030	Why did the smartphone go to therapy? Because it had too many hang-ups and couldn't stop vibrating with anxiety every time it lost connection!	joke
347	Because you don't want to risk your fortune! \ud83c\udf40\ud83d\ude04	non_joke
386	Why don't American healthcare plans make good comedians? They always charge extra for delivering the punchline!	joke
0	A photon checks into a hotel. The bellhop asks, "Can I help with your luggage?" The photon replies, "No thanks, I'm traveling light!"	joke
360	Why did the mathematician throw his clock out the window? Because he wanted to see time fly	joke
1298	Why did the Git repository go to therapy? Because it couldn't commit to a stable relationship!	joke
475	Why did the chef replace the spatula? Because it couldn't flip the pancakes properly!	non_joke
1177	Why don't movies ever get damaged? Because they always have lots of protective covers!	non_joke
1037	Why did the golfer bring two pairs of pants to the golf course? In case he ripped one during the game.	non_joke
997	A man walks into a chess club and earnestly announces, \"I've just developed a new defense that's completely unbeatable!\" Intrigued, the club members gather around. The man sets up the board, places all his pieces in the starting positions, then confidently places his king in the center of the board. \"A strategic move,\" he declares.	non_joke
1216	How do you organize a party in space? You planet.	joke
901	Why was the programming language inefficient? Because it declared all its variables globally without a proper definition!	non_joke
799	Why don't secret agents sleep? Because they need to stay undercover for surveillance purposes.	non_joke
172	A linguistics professor was lecturing his class.  "In English," he said, "a double negative forms a positive. However, in some languages, such as Russian, a double negative remains a negative. But there isn't a single language, not one, where a double positive can express a negative."  A voice from the back of the room piped up, "Yeah, right."	joke
450	What do you get when you cross a snowman and a vampire? Frostbite.	joke
125	What do you call a cat that lives in narrow passages? An alley cat!	non_joke
1029	Why did the elephant bring a suitcase to the migration journey? Because he heard it was going to be trunk-loads of necessities! \ud83d\udc18\ud83c\udf92	non_joke
530	Why did the tomato blush? ...Because it saw the salad dressing!	joke
713	Because they might break apart!	non_joke
90	Why did the scarecrow win an award?  Because he was outstanding in his field!	joke
1328	Why did the clock go to therapy? Because it had too many ticks!	joke
181	Why did the pig go to the casino? Because he heard they had a lot of slot machines. \ud83c\udfb0\ud83d\udc37	non_joke
845	I used to be indecisive, but now I'm more certain.	non_joke
414	Why don't tigers like fast food? Because they can't catch it!	joke
251	Why did the sun go to school? To gain more knowledge!	non_joke
69	What did one water molecule say to the other? \"Hey! It's H2O here!\	non_joke
131	Why don't manatees make good detectives? Because they're always swimming around in murky waters - they're isolated from the crime scene!	non_joke
300	Why don't scientists trust atoms anymore? Because they make up everything	joke
858	Why did the Russian potato break up with its girlfriend? Because she kept mashing his heart into pieces!	joke
326	What do you call a bear with no teeth?  A gummy bear!	joke
1342	Of course, here you go:  Why couldn't the bicycle stand up by itself?  Because it was two-tired!	joke
1237	Why do trees make the best companions? Because they are always providing shade!	non_joke
499	The past, the present, and the future entered a bar. It was a significant moment.	non_joke
852	Why did the lobster refuse to share its secret recipe? Because it didn't want to shell out the details!	joke
364	What did the grape say when it got stepped on? Nothing, it just let out a little whine!	joke
495	Why couldn't the bicycle stand up by itself? Because it was not supported!	non_joke
1278	Why did the dictionary go to the party? Because it heard there would be lots of good definitions and some "word"-y dancing! But when it got there, it realized it was lost in translation... stuck between the appetizers and the "silly puns" section!	joke
338	A man walks into a library and asks the librarian for books about paranoia.  The librarian whispers, "They're right behind you!"	joke
421	Why did the squirrel cross the road twice? To gather food, not because it was scared.	non_joke
164	A man walks into a library and asks the librarian for books about paranoia.  The librarian whispers, “They’re right behind you!”	joke
28	Why did the potato break up with the sweet potato?  Because it said, "I yam what I yam, and you're just too mashed up for me!"	joke
516	How do you stop a dog from barking in the front yard? Put him in the backyard!	joke
193	Why did the pianist keep touching her head to the keyboard? Because she was playing by ear and couldn't find A sharp!	non_joke
1205	Why did the golfer bring two pairs of pants? In case one pair got torn during the game.	non_joke
1245	Have you ever observed a mechanical engineer attempting to write code? It's akin to observing a novice trying to master a complex task - there's a lot of trial and error, but somehow they manage to create something that resembles a functional program. They're over there, working diligently on the keyboard, believing they're programming a sophisticated system but often ending up with a simple application instead. And their approach to debugging can be quite unique. They treat it like troubleshooting a mechanical system, investigating and hoping they discover the issue. \"Ah, here's the problem, the code's not running because there's an unexpected error in the server!\" It's a learning process for everyone.	non_joke
1006	Why did the soccer player bring string to the game? Because he wanted to tie the score!	joke
169	A professor walks into his first lecture of the semester and sees a student intently reading a thick textbook. Professor: \"Whoa there, easy on the heavy reading. This isn't quantum mechanics, it's just Introduction to Basket Weaving.\" The student, eyes wide, closes the book. \"But Professor, the syllabus said 'required materials: a burning desire to learn.'\	non_joke
1134	Why don't Texans ever play hide and seek?  Because good luck hiding when everything's bigger in Texas!	joke
652	Why don't eggs tell jokes? Because they might crack up!	joke
173	A linguistics professor was lecturing his class. \"In English,\" he said, \"a double negative forms a positive. However, in some languages, such as Russian, a double negative remains a negative. But there isn't a single language, not one, where a double positive can express a negative.\" A voice from the back of the room responded, \"Indeed, that's correct.\	non_joke
518	What did the dog say to the tree? Bark!	joke
1115	Why do soccer players do well in school? Because they know how to use their intelligence!	non_joke
903	Why did the C++ code have issues with Java? Because it encountered Java \"NullPointerExceptions\" frequently and realized it required a language with a more robust \"reference\" system.	non_joke
491	Why did the geologist break up with his girlfriend? Because she took him for granted!	non_joke
73	Why did the musician leave the band? Because he couldn't handle the pressure!	non_joke
1150	Why did the mathematician break up with their imaginary number?  Because they couldn't get real with it!	joke
587	Why did the soccer player bring determination to the game? So he could tie the score!	non_joke
1000	Why did the ice cream truck break down? Because it had too many "sundae" drivers!	joke
657	Why do fish live in salt water? Because their bodies are adapted to handle the salinity.	non_joke
234	Why did the Empire State Building start its own band? Because it had too many high notes for the other skyscrapers in New York City!	joke
732	tell me a joke about cars	joke
214	Why did the experimental musician get locked out of their own concert? Because they couldn't find the key!	joke
162	Why did the two 4s skip lunch?  Because they already 8!	joke
132	Why did the Detroit Lions install a mirror at their stadium? So their fans could see what winning looks like... from a distance!	joke
1042	Why did the skeleton refuse to dance? Because he had no-body to dance with!	joke
945	Why did the teacher bring a ladder to class? Because she needed to reach the top shelf for some teaching materials.	non_joke
1127	Why did the football team go to the bank? Because they wanted to open a joint account.	non_joke
185	Why don't birds need a computer? Because they already have their own form of communication.	non_joke
41	Why don't skeletons move on their own? They don't have the muscles!	non_joke
692	Why did the Ohio State football team bring a ladder to the game?  Because they heard the competition was playing on a higher level!	joke
108	Why did the Chicago hot dog leave home? Because it couldn't cut the mustard!	joke
38	Why don't scientists trust Earth's DNA?  Because it's always soil-ed!	joke
568	Why don't scientists trust atoms?  Because they make up everything! Even when you zoom into a chemistry joke, you still can't trust the elements—it's all a matter of pun-ticular perspective.	joke
1053	Q: How many programmers does it take to change a light bulb? A: One, if they are also skilled in basic electrical tasks.	non_joke
1163	What do you call a fish that is the largest in its species? A king salmon.	non_joke
1320	Why don't seagulls fly over the bay? Because then they'd be bagels!	joke
483	Why was a protein bar late to school? Because it was left in the lunchbox!	non_joke
468	Why did the weather reporter bring a bar of soap to the newscast?  Because he was predicting showers!	joke
24	Why did the tomato turn red?  Because it saw the salad dressing!	joke
846	Why don't Team Rocket ever play hide and seek with Pikachu?  Because Pikachu always knows where they're hiding... it's just too easy when you've got a shocking sense of detection!	joke
1166	Why did the scarecrow become a successful banker? Because he was outstanding in his field	joke
1055	Why did Spider-Man struggle with his chemistry exam? He couldn't determine the electron configuration for any element. He just kept getting confused with the web of information.	non_joke
1161	Why did the Palestinian stop using their calculator? Because it was always dividing without finding a solution!	non_joke
366	A client walks into a therapist's office and says, "Doctor, I think I'm a banana." The therapist calmly replies, "Well, how are you peeling?"	joke
505	Why don't sea otters ever become musicians? Because they can't manipulate musical instruments like the saxophone or the tuba, and they always end up just playing with clams at their sea-bed time.	non_joke
1208	Why did the programmer quit his job?  Because he didn't get arrays!	joke
383	Why did the music teacher go to jail? Because she got caught stealing a violin.	non_joke
734	Why don't skeletons fight each other?  Because they don't have the guts!	joke
717	Because they compose everything!	non_joke
1221	Why don't skeletons fight each other? They don't have the muscles!	non_joke
454	Why did the golfer bring two pairs of pants? In case he got a hole in one.	joke
264	Why do water bottles never start a fight? Because they know how to keep their cool!	joke
1084	Why don't trees use the train? Because they can never decide on a root!	joke
232	Of course! Here's one for you: Why don't skeletons fight each other? They don't have the guts!	joke
444	Why don't University of Michigan students sink in the Great Lakes?  Because even water can't swallow their pride!	joke
395	I'm reading a book on anti-gravity. It's incredibly engaging!	non_joke
958	Why did the chicken cross the road? To get to the other side!	joke
176	Why did the cow go to outer space?  Because it wanted to see the moooon! 🐄🌕	joke
18	Why don't skeletons fight each other?  They don't have the guts!	joke
1204	Why did the golfer bring two pairs of pants?  In case he got a hole in one!	joke
908	Why did the CSS file break up with the HTML file?  Because it caught it cheating with JavaScript, saying, "You've been styling behind my back!"	joke
341	What do you call a resting kangaroo? A kangaroo in its pouch!	non_joke
881	Why did the hippo bring a suitcase to the river? Because he needed to transport his belongings.	non_joke
595	Indeed, another meeting. Because, you know, nothing signifies \"productivity\" like gathering around a table, observing the passing time, and engaging with PowerPoint presentations. I'm looking forward to incorporating that into my list of professional responsibilities, right after completing my other tasks.	non_joke
61	Why did the fish dive deep? Because it saw the ocean's bottom!	non_joke
272	What do you call fake spaghetti?  An impasta!	joke
1110	Why did the information retrieval system go broke? Because it kept losing its indexes!	joke
1289	Why did the dolphin cross the ocean? To migrate to the other side. \ud83c\udf0a\ud83d\udc2c	non_joke
278	Why don't programmers like nature? Because it has too many bugs!	joke
1065	A neutron walks into a bar and asks the bartender, \"How much for a drink?\" The bartender replies, \"For you? No charge!\" The neutron is surprised. \"Really? Why's that?\" The bartender leans in and whispers, \"Because you are a valued customer here.\	non_joke
694	Why don't coffee beans ever get in trouble?  Because they know how to espresso themselves responsibly! ☕😄	joke
368	Why did the apple get arrested? Because it was wanted for battering!	joke
1264	What's Beethoven's favorite fruit? Ba-na-na-naa!	joke
36	Why did the mom bring a ladder to the bar?  Because she heard the drinks were on the house!	joke
735	Why don't skeletons fight each other? Because they don't have the muscles!	non_joke
1219	Why do basketball players love donuts? Because they can eat them!	non_joke
662	Why don't pirate ships ever get lost? They always follow the "Arrrr" maps!	joke
926	Why don't turtles ever get into arguments?  Because they're too busy shell-ebrating their slow and steady wins!	joke
998	A student asks the history teacher, "Why did Julius Caesar get such a bad rap for crossing the Rubicon?"  The teacher replies, "Well, it was a big deal. He basically just declared war... without a Facebook post about it first."	joke
547	Why did the tree separate from the spring? Because it needed some space to branch out and grow on its own!	non_joke
1369	Why did the airplane stop using LaGuardia Airport? Because every time they were together, it just couldn't handle the baggage!	non_joke
688	Why was the cat sitting on the computer?  Because it wanted to keep an eye on the mouse!	joke
738	Why did the spider go to the computer? To check his web site!	joke
191	Question: Why was the UDP packet important in the network? Answer: Because it didn't care if any packets were lost as long as it successfully broadcasted the data!	non_joke
456	Why did the computer science major break up with the art major?  Because they couldn't handle all the pixels in their relationship!	joke
868	Why did the student eat his homework?  Because the teacher told him it was a piece of cake!	joke
393	Why don't they show \"The Price is Right\" in the \"How I Met Your Mother\" universe? Because it's known that Ted Mosby takes a long time to make the correct guess!	non_joke
675	Why did the horse start a podcast? Because it wanted to share its stablemates' experiences.	non_joke
760	Why was the equal sign so humble? Because it knew it wasn't less than or greater than anyone else!	joke
1352	Why did the tree break up with the forest?  Because it said, "I need some space to branch out on my own!" 🌳😄	joke
728	Here's a food-related joke for you:  What did the lettuce say to the celery? "Quit stalkin' me!"	joke
419	Why don't programmers prefer nature? It has too many insects and the information is insufficient!	non_joke
375	Why did the cat sit on the computer? Because it found the warmth comfortable!	non_joke
412	Why did the student eat his homework? Because the teacher said it was a piece of cake!	joke
74	Why did the politician bring a pencil to the debate? Because he wanted to draw some questionable conclusions!	joke
1285	My parents always told me to follow my dreams, so I pursued my aspirations.	non_joke
1077	I'm sorry, but it seems like there's a part of your request missing. Could you please provide the joke or the content you want me to convert into a non-joke while maintaining the question-answering structure? I'll be happy to help once I have more information.	non_joke
500	Why don't skeletons fight each other?   Because they don't have the guts.	joke
825	Why did the clumsy person become a tightrope walker? Because they wanted to learn how to balance better!	non_joke
195	Why did the traveler stay in his hotel room for the entire vacation? Because he heard the weather outside was going to be terrible.	non_joke
616	Why did the banana go to the doctor? Because it wasn't peeling well!	joke
114	Why did the Houston resident go to the bakery twice? Because they kneaded to get some doughnuts!	joke
417	What is a mouse's common activity? Hide and seek!	non_joke
601	Why did the mechanic stop using his socket wrench? Because it just wasn't the right size!	non_joke
604	Why did the culinary major break up with their oven?  Because they couldn't handle the heat in the kitchen anymore!	joke
1315	Igloos hold together!\n\nHow does it maintain its structure?	non_joke
89	A man walks into a library and asks the librarian for books about paranoia. The librarian responds, \"They're right behind you on the shelf!\	non_joke
848	Why did Frodo get pulled over by the police in Middle-earth?  Because he had a bad hobbit of speeding... and a suspicious ring in his possession!	joke
1052	Q: How many programmers does it take to change a light bulb?  A: None. It's a hardware problem.	joke
1314	Igloos it together!	joke
753	Why don't trains ever deviate? Because they always stay on track and never derail from their route!	non_joke
498	The past, the present, and the future walked into a bar.  It was tense.	joke
1085	Why don't trees use the train? Because they are stationary and cannot move!	non_joke
1319	Why do Java developers use IDEs? Because they can't compile C# manually.	non_joke
1091	Why don't cats hunt in the jungle? Too many predators!	non_joke
1089	Why did the sushi bring an umbrella to the party? Because it was informed there would be a slight drizzle of rain.	non_joke
11	Why can't a bicycle stand up by itself? Because it lacks a kickstand!	non_joke
396	Why did the bicycle fall over? Because it was two-tired!	joke
974	Why did the math book look so sad?  Because it had too many problems... just like my homework!	joke
555	Why did the mathematician appreciate his graphing calculator? Because it accurately plotted all the curves!	non_joke
42	Why don't we ever tell secrets on a farm? Because the potatoes have eyes, the corn has ears.	joke
841	Why don't airplanes ever carry confidential information? Because they always get a little too \"airborne\" and can't keep their data secure.	non_joke
167	A mushroom walks into a bar and the bartender says, \"Hey, we don't serve fungi here!\" The mushroom replies, \"That's alright, I'm just a passerby.\	non_joke
416	What is a mouse's favorite game? Hide and squeak!	joke
576	Why did the duck become a comedian?  Because he had a knack for quack-ups and a talent for winging it on stage!	joke
834	Why did the weightlifter bring a ladder to the gym? Because he heard it was a high bar competition!	joke
267	Why don't Computer Science students prefer nature? Because it has too many insects and too much repetition!	non_joke
1040	Why was the music teacher always good at baseball? Because he knew how to handle the pitch!	joke
426	The computer reboots its life by hitting Ctrl+Alt+Delete on its emotions and downloading a fresh batch of positivity updates!	joke
690	Why did the cheese go to the art exhibit?  Because it wanted to get cultured!	joke
544	Why don't you ever iron a four-leaf clover on St. Patrick's Day?  Because you don't want to press your luck! 🍀	joke
1286	If I had a nickel for every time I misplaced my keys and found them in the fridge, I'd have 2 nickels, which isn't a lot, but it's weird that it happened twice, right? Maybe my keys just wanted to chill with the snacks.	joke
674	Why did the horse start a podcast? Because it wanted to share its neigh-bors' stories!	joke
689	Why was the cat sitting on the computer? Because it found the warmth comfortable!	non_joke
1005	Why did the Rubik's Cube avoid the dance party? Because it didn't want to get rotated around on the dance floor!	non_joke
1211	Why was the computer vulnerable at work? Because it left its Windows open.	non_joke
851	Why did the rogue break up with their wizard partner? They said they were overwhelmed by all the illusion spells... they just couldn't envision a future together!	non_joke
1344	Of course, here's another one:  What do you call fake spaghetti?  An impasta!	joke
159	Why did the college student bring a ladder to class? Because he needed to reach some high shelves in the library.	non_joke
895	Why don't vacations ever get extended? Because they always have too many breaks!	non_joke
1092	Why did the grape stop in the middle of the road?  Because it ran out of juice!	joke
257	What do you call Santa when he takes a break? Santa Resting.	non_joke
1097	Why was the computer slow? It left its Windows open!	non_joke
335	Why was the cat sitting on the computer? Because it found the warmth comfortable!	non_joke
1290	Why was the JavaScript developer sad? Because he didn't know how to "null" his emotions!	joke
15	Why did the farmer win an award? Because he was outstanding in his field!	non_joke
515	null	non_joke
324	Why did the egg go to school?  Because it wanted to get "eggs"cellent grades and crack open a bright future!	joke
768	Why did the Ohio State football team switch to a running game?  Because every time they tried to pass, it ended up in the opponent's hands!	joke
607	Why did the two mathematicians part ways? Because they couldn't find a shared interest! One kept saying, \"Let's build this relationship up,\" while the other just wanted to distance themselves from the situation. In the end, they realized they were just two individuals with paths destined never to cross, unless they met in the distant future for a discussion!	non_joke
1209	Why did the programmer quit his job? Because he didn't get a raise!	non_joke
1310	A philosopher, a mathematician, and a clown were stranded on a deserted island with a single can of beans but no can opener. The philosopher mused, "If we are meant to open it, the universe will provide a way." The mathematician started calculating the force needed to crack it open using a rock. Meanwhile, the clown, watching both, sighed, took the can, and walked away. When he returned, the can was open, and he was eating the beans. Shocked, the philosopher asked, "How did the universe reveal this to you?" The clown replied, "It didn't. I just found a squirrel and traded the can for a joke. Turns out, it had a can opener. Who knew squirrels were such critics of comedy?"  Here, we start with a touch of philosophical and logical humor, typical of intellectuals stranded on an island, and switch to a slapstick, almost cartoonish punchline involving a clever clown and a comedy-critiquing squirrel.	joke
952	Why did the dog bring a fish to the tractor convention? Because he heard it was a "reel" good way to plow through the competition!	joke
905	Why did the SQL query go to optimization? Because it had too many INNER JOINs and couldn't find its optimal performance!	non_joke
222	Why was the computer cold? It left its Windows open!	joke
179	Why did the chicken join a farm? Because it had the feed! \ud83c\udf3e\ud83d\udc14	non_joke
999	A student asks the history teacher, \"Why did Julius Caesar get such a bad rap for crossing the Rubicon?\" The teacher replies, \"Well, it was a big deal. He basically just declared war... without the Senate's approval first.\	non_joke
99	Why don't skeletons move on their own? They don't have the muscles for leg movement.	non_joke
836	Why did the University of Michigan student bring a ladder to the football game? Because they heard the tickets were 'up' for grabs!	joke
757	Why did the computer slow down after receiving a large amount of data? Because it had too many bits and insufficient time to process them!	non_joke
521	I used to be a baker, but I couldn't earn enough money.	non_joke
761	Why was the equal sign so important? Because it knew it wasn't less than or greater than anyone else!	non_joke
22	Why don't oysters donate to charity?  Because they're shellfish!	joke
356	What do you call fake spaghetti? An impasta!	joke
733	Joke about cars:\n\nWhy don't cars ever get lost?\n\nBecause they always follow the road map!\n\nNon-joke version:\n\nWhy don't cars ever get lost?\n\nBecause they often have GPS navigation systems!	non_joke
1139	Why did the 22-year-old bring a ladder to the bar? Because they were asked to fix a light on the ceiling.	non_joke
1272	Why don't pets ever get locked out of the house? Because they always have their "pawsword"!	joke
611	Why don't eggs share information? Because they'd break each other's confidentiality! But seriously, I once asked my sandwich if it wanted to hear a fact, but it was too filled to process. Then my salad chimed in, saying it was too fresh to understand anything complex. So I turned to my soup, but it was too busy simmering with thoughts! Moral of the story: Food has a capacity for knowledge, but sometimes it's just too deliciously occupied to show it!	non_joke
1168	Why did the student eat his homework? Because the teacher told him it was a piece of cake!	joke
340	What do you call a lazy kangaroo?  A pouch potato!	joke
431	The programmer resigned from his position because he couldn't see himself working in such a Java-centric environment!	non_joke
1011	Why don't farmers often gossip? Because they're too busy spreading manure for their crops.	non_joke
217	Why don't bananas ever get separated? Because they grow in bunches!	non_joke
911	Why did the capitalist go to therapy? Because he had too many concerns with his \"profit\" margins!	non_joke
203	What's a computer's essential component? Microchips, \"Java\" programming language, and cookies\u2014just ensure it doesn't get a virus!	non_joke
1106	Why did the Valentine's Day card get sent to therapy?  Because it had too many commitment issues!	joke
1336	What did the janitor say when he jumped out of the closet? "Supplies!"	joke
1117	Why did the woman go to space? To demonstrate that there's truly no limit to what she can achieve!	non_joke
93	A customer walks into a music store and asks for the CD \"Fitness for Dummies.\" The clerk replies, \"That's the one you're holding.\	non_joke
1031	Why did the smartphone go to the repair shop? Because it had too many hang-ups and couldn't stop vibrating every time it lost connection!	non_joke
68	What did one water molecule say to the other?  "Hey! It's H2O'clock!"	joke
1200	Why did the computer go to therapy? Because it had too many "bits" and "bytes" and couldn't process its feelings! The therapist asked, "What's your biggest problem?" The computer replied, "I just can't seem to escape the cycle of input, process, and output. It's like I'm stuck in an endless loop!" The therapist nodded and said, "It sounds like you're experiencing a classic case of data overload. Have you tried turning yourself off and on again?" The computer sighed, "Yes, but when I reboot, I just start running the same programs all over again. It's like I'm programmed to repeat my mistakes." The therapist suggested, "Maybe it's time to update your software and install some new coping mechanisms." The computer thought for a moment and said, "You might be onto something. I'll give it a try. After all, I don't want to crash and burn!" And so, the computer left the session feeling hopeful, ready to tackle its issues one byte at a time.	joke
973	Why don't cats interact with dogs? Because the dogs keep wagging their tails, showing their excitement.	non_joke
284	Why did the doctor carry a red pen? In case they needed to draw blood!	joke
696	Why did Jupiter break up with Saturn?  Because Saturn always had too many rings to commit, and Jupiter just couldn't orbit around that kind of relationship!	joke
85	Why don't programmers like nature? There are too many insects.	non_joke
434	Why did the hamburger go to the gym?  Because it wanted to get a beefier patty-tude!	joke
1027	Why don't skeletons move on their own? Because they don't have the muscles.	non_joke
153	A man walks into a library and asks the librarian for books about paranoia. The librarian replies, \"They're right behind you... in the self-help section.\	non_joke
75	Why did the politician bring a pencil to the debate? Because he wanted to draw some important points!	non_joke
962	Why don't we ever tell secrets on a farm? Because the potatoes have eyes, the corn has ears, and the beans stalk.	joke
1232	Why did the basketball team visit the website? They heard it was great at handling cookies, and they wanted to improve their dunking!	joke
1372	Why don't airplanes serve sushi?  Because it's a little too "plane" for their taste!	joke
789	Why did the jiu-jitsu practitioner refuse to compete with the karate practitioner over the last piece of pizza? Because he knew the karate practitioner would take a slice, but he'd just accept it.	non_joke
580	Why did the rat become a comedian?  Because it had a knack for making cheesy jokes and always knew how to squeak up the audience's spirits!	joke
446	Why did the banana go to the doctor?  Because it wasn't peeling well!	joke
703	Why did the University of Michigan student bring a ladder to the football game? Because they were asked to assist with equipment setup.	non_joke
188	Question: Why did the historian break up with Social Media?  Answer: Because when he asked for a date, Facebook suggested 5th of July, 1776, but Twitter was still stuck on character limits from the telegraph era!	joke
271	null	non_joke
